(中台灣排除6都)公司登記資料-A農、林、漁、牧業,['108351']
菸酒生產國家別數量表(依菸酒細類區分),['25077']
菸酒管理法規彙編,['12011']
落石潛勢分析圖,['32490']
落雷即時資料,['61139']
著作權合理使用說明,['123141']
著作權審議及調解委員會委員名冊,['59718']
著作權法修法相關資料,['16411']
著作權統計資料,['8303']
著作權解釋令函,['59706']
著作權集體管理團體基本資料,['59708']
著名商標案件彙編,['59712']
董事會名冊 (財團法人住宅地震保險基金),['11441']
董監事任期未符合注意事項之政府捐助成立之財團法人及其檢討情形,['95330']
董監事及員工績效考核及酬金標準,['52597']
董監事及大股東持股質押比例>50%統計資料,['10574']
董監事及大股東持股質押比例統計資料,['10577']
董監事成員(財團法人汽車交通事故特別補償基金),['11531']
董監事資料集,['96731']
蒙古檢察官司法研習班統計表,['6731']
蒙古法官司法研習班統計表,['6732']
蒙古統計資料,['5946']
蒙古警察警政研習班統計表,['6733']
蒙藏ㄧ般文物統計表,['6853']
蒙藏人才之培育及工作績效統計表,['6858']
蒙藏培訓援外志工統計表,['7622']
蒙藏委員會內部各委員會、任務編組及財團法人之性別統計表,['6861']
蒙藏委員會內部訓練出席人數性別統計,['6863']
蒙藏委員會員工人數統計表,['6862']
蒙藏委員會大事記,['7624']
蒙藏委員會訓練及活動參加人數性別統計,['6864']
蒙藏學術資訊明細表,['42329']
蒙藏性別主流化訓練統計表,['5947']
蒙藏性別年齡統計表,['6737']
蒙藏文化中心臉書瀏覽人數統計表,['6736']
蒙藏文物展覽參觀人數統計表,['6734']
蒙藏族輔導成果統計表,['6857']
蒙藏最新出版品一覽表,['10106']
蒙藏業務支出統計表,['6859']
蒙藏珍貴文物統計表,['6854']
蒙藏籍學生蒙藏語文班上課人數統計表,['6735']
蒙藏藝文活動明細表,['32859']
蒙藏補助團體私人情形季報表,['5943']
蒙藏課程辦理明細表,['36371']
蒙藏重要活動明細表,['28912']
蓮華池研究中心2號量水堰蛙類聲景錄音檔,['15866']
蓮華池研究中心4號量水堰蛙類聲景錄音檔,['15867']
蓮華池研究中心5號量水堰蛙類聲景錄音檔,['15868']
蓮華池研究中心動態樣區林下氣象資料,['15879']
蓮華池研究中心動態樣區氣象資料,['15880']
蓮華池研究中心巨竹林蛙類聲景錄音檔,['15872']
蓮華池研究中心木屋蛙類聲景錄音檔,['15871']
蓮華池研究中心苗圃菱形奴草氣象資料,['37657']
蓮華池研究中心菱形奴草氣象資料,['37656']
蓮華池研究中心菱形奴草第2觀測點照片,['37654']
蓮華池研究中心菱形奴草苗圃觀測點照片,['37655']
蓮華池研究中心菱形奴草觀測照片,['15869']
蓮華池研究中心藥園氣象資料,['15878']
蓮華池研究中心藥園氣象資料(2012/12/21~2014/02/06),['15881']
蓮華池研究中心藥園蛙類聲景錄音檔,['15870']
蔬果重要害蟲防疫旬報,['7295']
蔬菜種子業者名錄,['9585']
蔬食餐廳,['94139']
薪資及生產力統計,['10903']
薪資所得扣繳稅額表,['25627']
薪資所得扣繳辦法,['25629']
薪資發放系統簡介,['10973']
藍色公路海況預報,['12109']
藍色公路海況預報-藍色公路基隆臺州航線,['12112']
藍色公路海況預報-藍色公路臺中平潭航線,['12110']
藍色公路海況預報-藍色公路臺中金門航線,['12115']
藍色公路海況預報-藍色公路臺北港平潭航線,['12116']
藏族節慶簡表,['10115']
藝文中心,['7183']
藝文活動-主題推薦,['25290']
藝文活動-所有類別,['6478']
藝文活動-節慶專區,['25292']
藝文資源整合網之文化設施筆數統計,['35502']
藝術、娛樂及休閒服務業廠商空缺員工僱用條件概況,['40291']
藝術村,['7185']
藥品CCC號列資料集,['9116']
藥品仿單或外盒資料集,['9117']
藥品外觀資料集,['9120']
藥品安全評估諮議小組委員名單資料集,['20572']
藥品安全資訊風險溝通資料,['9573']
藥品已解除短缺品項資料集,['54506']
藥品標示(藥袋標示)情形 (中醫門診總額指標),['25508']
藥品法規條文資料集,['9645']
藥品藥理治療分類AHFS/DI碼資料集,['9118']
藥品藥理治療分類ATC碼資料集,['9119']
藥品詳細處方成分資料集,['9121']
藥品諮議小組委員名單資料集,['20573']
藥害救濟基金法定預算,['44101']
藥害救濟基金附屬單位預算(法定預算),['20409']
藥害救濟基金附屬單位預算案,"['12573', '21101', '36185']"
藥害救濟基金預算案,['52740']
藥害救濟審議委員會委員名單資料集,['20574']
藥局基本資料,['6134']
藥毒所年報,['58948']
藥毒所技術移轉公告,['58950']
藥物化粧品檢驗機構認證審議小組委員名單資料集,['20557']
藥物化粧品認證實驗室名單資料集,['9637']
藥物毒物試驗所專題報導,['24389']
藥物毒物試驗所民意信箱問答集,['24392']
藥物毒物試驗所簡訊,['24391']
藥物濫用案件暨檢驗統計資料集,['9828']
藥物濫用者常見之術語資料集,['9570']
藥物濫用諮詢及輔導機構資料集,['9571']
藥物非臨床試驗GLP認證審議小組委員名單資料集,['20558']
藥物非臨床試驗優良操作規範認證通過單位資料集,['9636']
藥物食品安全週報資料集,['11502']
蘇澳商港海氣象資訊,['127855']
蘇澳港波浪觀測月平均資料,"['97806', '114808']"
蘇澳港海流觀測月平均資料,"['97807', '114809']"
蘇澳港風觀測月平均資料,"['97805', '114789']"
蘇花改工程標案位置,['14205']
蘭陽溪及其鄰近流域地質圖編製成果及臺灣常見地質敏感環境,['32628']
蘭陽溪及其鄰近流域山崩與土石流調查成果說明,['32630']
蘭陽溪流域之山崩土石流災害潛勢分析,['45251']
蘭陽溪流域坡地穩定性調查評估成果及應用,['32634']
蘭陽溪流域山崩潛勢評估方法與成果說明,['32633']
蘭陽溪流域河相特性及其演變分析,['32644']
處理經濟案件-人數,['11949']
處理經濟案件-件數,['11948']
處理經濟案件-金額,['11947']
處理被占用土地價值最高前50名及面積最大前50名統計表,['36961']
處理違反社會秩序維護法案件,['11946']
處理集會遊行概況-按分,['11945']
虛擬世界發展法規調適規劃方案核定本,['27560']
虛擬行動網路服務經營者名單及其合作業者一覽表,['7161']
號碼可攜網路識別碼核配現況,['7165']
蛾類調查標本資料集,['9587']
蜂王漿產值,['44032']
蜂王漿產量,['44028']
蜂蜜產值,['44031']
蜂蜜產量,['44027']
蜂蠟產值,['44033']
蜂蠟產量,['44030']
融資融券與可借券賣出額度 > 停資停券預告表,['11679']
融資融券與可借券賣出額度 > 融資融券餘額,['11680']
血壓、血糖參考標準,['8841']
血壓計檢查合格單資料集,['129698']
血液透析(門診透析指標),['23996']
血液透析效率(Kt/V)檢查比率(疾病別指標),['25509']
血液透析瘻管重建率(疾病別指標),['25510']
血液透析血清白蛋白(Albumin)檢查比率(疾病別指標),['25511']
血液透析血球比容(Hct)檢查比率(疾病別指標),['25512']
行動寬頻業務發展趨勢與監理機制分析主題及其重點,['10125']
行動寬頻用戶每月平均數據用量,['30770']
行動應用軟體服務績效調查統計表,['9803']
行動應用軟體服務績效調查表,"['7848', '10099']"
行動支付推動成果,['95303']
行動支付推動措施與重點推動工作,['95302']
行動支付發展概況,['103289']
行動書車基本資料,['99601']
行動監測車,['71442']
行動網路識別碼核配現況,['7167']
行動通信基地臺共站共構統計表,['6877']
行動通信學生優惠資費專案,['6876']
行動通信業務基地臺統計(區分鄉鎮),['41256']
行動通信業務基地臺統計數,['22592']
行動通信業務營業收入,['22590']
行動通信業務用戶統計數,['22589']
行動通信業務通話分鐘數,['22591']
行動通信用戶平均每月簡訊用量,['30771']
行動通信用戶平均每月通話時間,['30773']
行動通信網路業務用戶號碼核配現況,['7171']
行動電話業者名單,['6828']
行政函釋,['12030']
行政執行伸展台-推廣篇,['39381']
行政執行便民-憑證線上申辦-行政執行,['39373']
行政執行分署行政執行健保案件徵起金額,['39450']
行政執行分署行政執行案件待執行金額,"['15148', '15149']"
行政執行分署行政執行案件徵起金額,"['15146', '15147']"
行政執行分署行政執行案件新收件數,"['15134', '15135', '15136']"
行政執行分署行政執行案件未結件數,"['15143', '15144', '15145']"
行政執行分署行政執行案件終結件數,"['15138', '15139', '15140', '15141', '15142']"
行政執行分署行政執行罰鍰案件徵起金額,['39451']
行政執行分署行政執行財稅案件徵起金額,['39449']
行政執行分署行政執行費用案件徵起金額,['39452']
行政執行各分署未結情形(屬性別),['95763']
行政執行各分署未結情形(種類別),['95762']
行政執行各分署終結情形(屬性別),['90942']
行政執行各分署終結情形(種類別),['90940']
行政執行小品系列-第3輯,['90943']
行政執行案件管理系統資料交換相關規格書(案由代碼及名稱),['64170']
行政執行法第17條之1第1項之1定金額公告,['14629']
行政執行相關詞彙中英文對照表,['14748']
行政執行署參觀、新聞媒體採訪申請表,['14754']
行政執行署大事記,['99381']
行政執行署提供政府資訊申請書,['14848']
行政執行署檔卷開放應用申請書,['14849']
行政執行署聲明異議狀(空白範例),['14850']
行政執行署財產申報資料查閱申請書,['14847']
行政執行處核發行政執行法第17條之1禁止命令處理原則,['14628']
行政機關文書送達問答手冊,['14631']
行政機關民意調查研習會,['43367']
行政程序法各條文中「法規」之涵義彙整表,['14630']
行政程序法裁判要旨彙編,"['23004', '23006']"
行李包裹損害賠償額,['35325']
行業標準分類,['14321']
行車事故件數及傷亡人數,['37932']
行車速限資訊,['40476']
衍生性金融商品名目本金餘額(商品別),['15969']
街頭藝人展演空間資訊,['35504']
街頭藝人資訊,['35507']
衛教資訊,['6180']
衛星判釋全島崩塌地圖,"['24815', '24816', '24817', '24818', '24819', '24820', '24821', '24822', '24823', '24824', '24825', '37676', '57871', '124511']"
衛星固定通信業務業者名單,['7152']
衛星廣播電視事業核處資料,['7158']
衛星水溫影像圖,['9810']
衛星電視員工人數、主管人數統計,['24875']
衛星電視家數、頻道數統計,['24180']
衛星電視營運概況統計,['24182']
衛星電視頻道屬性統計,['24181']
衛星電視頻道播放節目來源比例,['24188']
衛星電視頻道播放節目按新播、首播及重播分之時數與比例,['24185']
衛星電視頻道播放節目按自製、外購分之時數與比例,['24186']
衛星電視頻道播放節目按製作規格分之時數與比例,['24187']
衛星頻道節目供應事業名單,['6869']
衛生福利特別收入基金會計月報,"['43228', '118124', '118125', '118532']"
衛生福利特別收入基金決算,['76981']
衛生福利特別收入基金附屬單位決算及分決算,['118076']
衛生福利特別收入基金附屬單位決算及分決算(審定本),"['93841', '118529']"
衛生福利特別收入基金附屬單位預算及分預算(法定預算),"['76405', '118238', '130061']"
衛生福利特別收入基金附屬單位預算及分預算(預算案),"['93838', '108302']"
衛生福利特別收入基金附屬單位預算案,['36182']
衛生福利部中央健康保險署單位決算,['87049']
衛生福利部中央健康保險署單位預算(法定預算),['85271']
衛生福利部中央健康保險署單位預算(預算案),['85270']
衛生福利部中央健康保險署會計報告,['19696']
衛生福利部中央健康保險署會計月報,"['30477', '43224', '78974', '99342', '120353']"
衛生福利部中央政府前瞻基礎建設計畫特別決算審定本,['112022']
衛生福利部中央政府前瞻基礎建設計畫特別預算月報,"['112019', '112021']"
衛生福利部主管-公款補(捐)助情形季報表,"['43587', '44952']"
衛生福利部主管「前瞻基礎建設計畫第1、2期特別預算補(捐)助情形季報表」,['89938']
衛生福利部主管中央政府嚴重特殊傳染性肺炎防治及紓困振興特別預算收支執行狀況月報表,['122849']
衛生福利部主管公務預算補(捐)助地方政府情形表,['122673']
衛生福利部主管公務預算補(捐)助情形季報表,['121091']
衛生福利部主管前瞻基礎建設計畫特別預算補(捐)助地方政府情形表,['122676']
衛生福利部主管嚴重特殊傳染性肺炎防治及紓困振興特別預算執行情形,['122760']
衛生福利部全民健康保險會委員會議議事錄,['7554']
衛生福利部單位決算,"['13970', '20195', '27859', '43954']"
衛生福利部單位決算(審定本),"['21822', '54316']"
衛生福利部國家中醫藥研究所會計月報,"['20292', '31784', '43446']"
衛生福利部國家中醫藥研究所決算,"['20380', '53071']"
衛生福利部國家中醫藥研究所法定預算,"['12470', '27299', '43751', '77766']"
衛生福利部國家中醫藥研究所預算案,"['12499', '22367', '40035', '52909', '90939']"
衛生福利部國民健康署審查通過之遺傳性及罕見疾病檢驗機構-基因檢驗項目名單,['9015']
